ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status
7402,3773,284,120,1,Male,No,2,Graduate,No,Urban,Not Approved
9266,3440,334,36,0,Female,Yes,3+,Not Graduate,No,Semiurban,Not Approved
13221,5052,441,36,1,Male,Yes,2,Graduate,No,Urban,Approved
14492,742,132,120,1,Female,No,0,Graduate,Yes,Rural,Approved
15165,1714,153,36,0,Female,No,0,Graduate,Yes,Urban,Not Approved
17113,5044,258,12,1,Female,No,2,Not Graduate,No,Semiurban,Not Approved
13565,7281,64,360,1,Male,Yes,1,Not Graduate,Yes,Semiurban,Approved
5589,7014,494,120,0,Female,Yes,0,Graduate,No,Rural,Approved
18241,2825,164,60,1,Female,No,2,Not Graduate,No,Semiurban,Approved
15709,3009,218,120,0,Female,Yes,2,Graduate,Yes,Urban,Not Approved
19313,796,369,240,0,Male,No,3+,Not Graduate,No,Rural,Not Approved
16910,591,144,240,1,Female,No,1,Graduate,No,Rural,Approved
13972,3482,262,60,1,Female,Yes,3+,Not Graduate,Yes,Urban,Approved
15470,7596,192,120,0,Male,No,3+,Not Graduate,No,Rural,Not Approved
19937,817,77,120,1,Male,No,2,Graduate,Yes,Semiurban,Not Approved
8667,4172,335,120,0,Male,No,2,Graduate,Yes,Rural,Approved
4938,2187,176,120,0,Female,No,3+,Graduate,No,Urban,Not Approved
2631,2608,122,12,1,Male,No,2,Graduate,Yes,Urban,Not Approved
18050,5489,364,60,1,Male,No,1,Graduate,No,Rural,Not Approved
18761,8938,265,60,0,Male,Yes,2,Not Graduate,No,Semiurban,Approved
17818,6128,356,12,0,Male,Yes,1,Not Graduate,No,Rural,Approved
6171,9022,102,120,0,Male,Yes,2,Graduate,Yes,Semiurban,Not Approved
8114,83,254,360,1,Female,No,0,Not Graduate,No,Semiurban,Not Approved
9403,4723,246,12,1,Female,No,2,Graduate,Yes,Semiurban,Not Approved
19624,4732,417,36,0,Male,Yes,1,Graduate,Yes,Semiurban,Not Approved
13896,5316,345,12,0,Female,No,3+,Not Graduate,Yes,Semiurban,Approved
16444,4807,158,60,0,Male,Yes,3+,Not Graduate,Yes,Rural,Not Approved
14565,7605,300,12,0,Female,Yes,3+,Not Graduate,No,Urban,Not Approved
16555,3773,297,12,0,Female,Yes,3+,Not Graduate,Yes,Urban,Approved
16102,1588,296,360,0,Male,Yes,0,Not Graduate,No,Rural,Approved
16235,4069,126,240,1,Female,No,3+,Not Graduate,No,Urban,Approved
17525,1531,219,240,1,Female,Yes,2,Graduate,No,Semiurban,Not Approved
13551,8992,310,60,0,Male,No,3+,Graduate,Yes,Semiurban,Not Approved
18643,5867,470,120,0,Female,No,1,Not Graduate,No,Semiurban,Approved
2788,2792,477,240,1,Female,No,0,Not Graduate,No,Rural,Not Approved
16173,8576,86,120,1,Female,No,0,Not Graduate,No,Rural,Approved
17784,3372,356,12,0,Female,No,0,Graduate,No,Semiurban,Not Approved
7493,6317,272,120,0,Female,No,0,Graduate,No,Semiurban,Not Approved
7178,4681,478,60,1,Female,No,1,Not Graduate,Yes,Urban,Not Approved
15556,1852,162,36,0,Male,Yes,3+,Graduate,No,Semiurban,Not Approved
14636,8213,124,240,0,Male,No,0,Not Graduate,Yes,Urban,Approved
8976,5152,285,360,0,Male,No,3+,Not Graduate,Yes,Urban,Not Approved
19462,3138,69,36,1,Male,No,2,Graduate,Yes,Semiurban,Approved
2920,4747,490,36,0,Female,No,1,Not Graduate,Yes,Rural,Approved
17193,6390,444,36,1,Female,No,3+,Graduate,Yes,Urban,Not Approved
9815,1155,244,120,1,Male,Yes,3+,Not Graduate,Yes,Urban,Approved
6299,7706,122,120,0,Male,Yes,2,Not Graduate,Yes,Semiurban,Not Approved
6367,2084,450,120,0,Female,No,0,Graduate,No,Urban,Approved
9208,5175,263,240,1,Female,Yes,3+,Graduate,Yes,Semiurban,Approved
17643,2435,298,36,0,Female,Yes,2,Not Graduate,Yes,Rural,Not Approved
12972,1109,324,360,0,Male,Yes,2,Not Graduate,Yes,Rural,Not Approved
16233,5519,394,12,1,Female,No,1,Not Graduate,No,Semiurban,Not Approved
13581,573,486,12,0,Female,No,0,Graduate,No,Rural,Not Approved
5036,140,333,240,1,Male,No,1,Not Graduate,No,Semiurban,Approved
6165,5670,186,240,0,Male,No,1,Not Graduate,No,Rural,Not Approved
9826,642,206,120,0,Male,Yes,0,Not Graduate,Yes,Urban,Approved
9753,1135,327,12,1,Female,No,3+,Not Graduate,No,Urban,Not Approved
12360,9466,222,60,0,Female,No,1,Not Graduate,Yes,Semiurban,Approved
17866,6865,290,60,0,Female,Yes,1,Not Graduate,No,Semiurban,Approved
19456,205,206,120,0,Male,No,3+,Not Graduate,No,Semiurban,Not Approved
19504,8476,184,360,1,Male,No,1,Graduate,No,Rural,Approved
14408,5153,55,12,1,Male,Yes,3+,Not Graduate,Yes,Semiurban,Approved
5494,8842,162,12,0,Female,No,2,Graduate,Yes,Urban,Not Approved
12263,3200,445,36,0,Male,Yes,0,Graduate,No,Semiurban,Approved
5028,5272,236,60,1,Female,Yes,2,Not Graduate,No,Semiurban,Approved
6296,2603,407,240,0,Female,No,3+,Graduate,No,Rural,Approved
17331,1697,442,36,0,Male,Yes,0,Graduate,No,Urban,Approved
15407,7769,298,120,1,Male,No,1,Graduate,No,Semiurban,Approved
13079,7535,310,12,0,Male,Yes,0,Graduate,Yes,Rural,Not Approved
17006,5647,394,120,1,Female,Yes,2,Graduate,Yes,Rural,Not Approved
12899,4477,365,360,1,Male,No,1,Not Graduate,Yes,Rural,Approved
17795,1814,302,36,0,Female,No,3+,Not Graduate,No,Rural,Not Approved
11963,2687,392,12,1,Female,Yes,1,Graduate,Yes,Semiurban,Not Approved
19139,6718,181,240,0,Female,Yes,3+,Not Graduate,No,Semiurban,Approved
18675,1706,487,36,1,Male,Yes,0,Not Graduate,Yes,Rural,Not Approved
18293,4973,107,240,1,Female,Yes,0,Not Graduate,Yes,Semiurban,Approved
13348,5483,484,60,0,Male,No,1,Not Graduate,Yes,Rural,Not Approved
11625,2788,246,240,1,Female,No,1,Not Graduate,No,Semiurban,Not Approved
9459,3701,381,36,1,Female,No,2,Not Graduate,Yes,Urban,Approved
16678,1970,299,360,0,Male,No,1,Not Graduate,No,Semiurban,Not Approved
19813,5619,151,36,0,Male,Yes,3+,Not Graduate,Yes,Semiurban,Not Approved
13700,2276,397,36,0,Female,Yes,2,Not Graduate,Yes,Semiurban,Not Approved
16817,897,223,120,1,Male,Yes,2,Graduate,No,Urban,Not Approved
18247,6932,379,120,1,Female,No,1,Not Graduate,Yes,Rural,Approved
3391,6725,89,360,0,Male,No,0,Graduate,No,Rural,Approved
15394,9294,173,60,0,Female,No,1,Not Graduate,Yes,Rural,Approved
19640,9091,172,120,1,Female,No,3+,Graduate,No,Rural,Not Approved
11983,4635,130,12,0,Male,No,0,Graduate,Yes,Rural,Approved
5839,440,85,360,1,Female,Yes,2,Not Graduate,Yes,Rural,Not Approved
10408,7424,306,360,1,Female,No,2,Not Graduate,No,Semiurban,Approved
3682,8156,200,240,1,Male,Yes,3+,Not Graduate,No,Semiurban,Approved
7245,6281,143,60,1,Female,Yes,1,Not Graduate,Yes,Rural,Not Approved
4779,2453,116,240,1,Female,Yes,1,Not Graduate,Yes,Semiurban,Approved
8610,1750,497,360,0,Male,No,3+,Graduate,No,Urban,Approved
6996,8410,422,60,1,Male,No,0,Graduate,No,Urban,Approved
5127,7157,114,12,0,Male,Yes,3+,Not Graduate,Yes,Semiurban,Approved
11827,2806,404,36,0,Female,Yes,2,Not Graduate,Yes,Rural,Not Approved
4848,4559,243,12,0,Female,No,2,Not Graduate,Yes,Semiurban,Approved
16674,3955,111,60,1,Male,No,3+,Graduate,Yes,Rural,Approved
7975,9023,354,12,0,Male,Yes,1,Graduate,No,Urban,Not Approved
3139,2598,289,60,0,Male,No,2,Not Graduate,No,Rural,Not Approved
19663,2854,52,12,1,Male,No,0,Graduate,No,Rural,Not Approved
11664,8679,386,360,0,Female,Yes,3+,Not Graduate,Yes,Urban,Approved
10196,9977,481,60,0,Female,No,1,Not Graduate,Yes,Rural,Approved
13315,4381,490,36,0,Female,No,1,Not Graduate,No,Rural,Not Approved
10696,441,252,36,0,Male,Yes,3+,Graduate,No,Semiurban,Approved
3089,6144,370,36,0,Male,Yes,1,Graduate,Yes,Semiurban,Not Approved
10438,7984,253,240,0,Female,Yes,3+,Graduate,No,Semiurban,Not Approved
13397,5596,126,36,0,Female,Yes,0,Not Graduate,No,Rural,Not Approved
6552,5313,406,240,0,Female,No,1,Graduate,No,Urban,Not Approved
9381,8071,120,36,1,Female,No,0,Graduate,No,Rural,Approved
16597,9174,70,360,1,Male,No,1,Graduate,No,Semiurban,Not Approved
10809,6247,226,60,1,Female,No,3+,Graduate,No,Urban,Not Approved
7787,2283,79,240,0,Female,Yes,2,Not Graduate,No,Semiurban,Approved
15032,1673,209,12,0,Female,Yes,0,Not Graduate,Yes,Urban,Not Approved
16066,9759,72,120,1,Female,No,2,Not Graduate,Yes,Urban,Not Approved
4099,1607,68,60,0,Female,Yes,0,Graduate,Yes,Rural,Not Approved
8364,8027,274,60,0,Female,No,3+,Graduate,No,Semiurban,Not Approved
6456,1672,71,12,0,Male,No,3+,Not Graduate,Yes,Semiurban,Not Approved
19044,2589,390,240,0,Male,Yes,2,Not Graduate,Yes,Urban,Approved
11913,8060,214,12,1,Male,No,2,Not Graduate,No,Urban,Not Approved
17227,723,163,120,1,Male,No,0,Not Graduate,No,Semiurban,Approved
11532,7510,301,36,1,Male,No,3+,Graduate,Yes,Urban,Approved
3816,5604,51,120,0,Male,Yes,0,Graduate,No,Urban,Approved
9728,4415,115,36,1,Female,Yes,2,Not Graduate,Yes,Rural,Approved
16129,9918,277,240,0,Male,Yes,1,Not Graduate,Yes,Rural,Not Approved
15787,9514,357,120,0,Female,No,3+,Graduate,No,Urban,Not Approved
5896,6297,405,12,0,Female,No,2,Graduate,No,Rural,Approved
11435,580,256,36,0,Female,Yes,2,Not Graduate,No,Rural,Approved
12977,695,486,36,0,Male,No,0,Graduate,No,Urban,Approved
9704,598,91,240,0,Male,No,1,Not Graduate,Yes,Semiurban,Approved
12965,7146,400,360,1,Female,Yes,0,Not Graduate,No,Rural,Approved
11794,3816,232,12,1,Female,No,1,Not Graduate,No,Semiurban,Not Approved
3928,8688,430,120,0,Male,No,0,Graduate,Yes,Urban,Not Approved
9808,7062,279,60,0,Male,No,3+,Not Graduate,Yes,Urban,Approved
11522,2068,167,36,1,Male,Yes,1,Graduate,Yes,Rural,Not Approved
15321,722,375,240,1,Female,No,2,Not Graduate,No,Rural,Not Approved
9414,6603,399,60,1,Male,Yes,0,Graduate,No,Urban,Not Approved
3458,4,281,360,1,Female,Yes,1,Not Graduate,No,Semiurban,Approved
18289,8114,148,240,1,Male,Yes,3+,Not Graduate,Yes,Urban,Approved
18605,9380,253,360,1,Male,No,1,Graduate,Yes,Rural,Approved
9776,9905,398,360,1,Female,Yes,0,Graduate,Yes,Semiurban,Approved
5642,9249,84,240,0,Male,No,1,Not Graduate,No,Rural,Approved
5192,9315,106,360,1,Female,No,3+,Graduate,Yes,Urban,Approved
11406,5618,455,60,0,Male,No,3+,Graduate,Yes,Urban,Not Approved
16772,6301,105,240,1,Female,No,2,Not Graduate,No,Rural,Not Approved
17057,7793,476,120,0,Male,Yes,3+,Graduate,No,Semiurban,Approved
18813,2307,260,360,1,Male,Yes,2,Graduate,No,Urban,Approved
7913,5746,472,120,1,Female,Yes,1,Graduate,No,Semiurban,Not Approved
10161,441,303,12,1,Female,No,2,Not Graduate,Yes,Rural,Not Approved
17892,3142,256,360,0,Male,Yes,1,Not Graduate,No,Urban,Approved
11110,286,300,240,1,Male,Yes,3+,Graduate,No,Rural,Approved
17093,6986,272,240,0,Male,No,2,Not Graduate,Yes,Rural,Not Approved
8566,1964,355,120,1,Male,No,0,Not Graduate,No,Semiurban,Not Approved
12238,1768,170,240,0,Male,Yes,2,Graduate,No,Semiurban,Approved
16761,1367,198,60,0,Female,No,2,Not Graduate,Yes,Semiurban,Approved
12960,2424,289,360,0,Female,Yes,1,Not Graduate,Yes,Urban,Not Approved
3272,7050,293,240,0,Female,Yes,0,Not Graduate,Yes,Rural,Not Approved
17441,4386,326,36,1,Male,Yes,3+,Not Graduate,No,Rural,Not Approved
18479,2658,336,120,1,Female,No,1,Graduate,Yes,Semiurban,Approved
6569,2480,341,36,1,Female,No,0,Not Graduate,No,Semiurban,Not Approved
17873,20,284,60,1,Male,Yes,2,Not Graduate,No,Rural,Approved
12279,4486,123,240,1,Male,Yes,0,Graduate,Yes,Semiurban,Not Approved
9226,6039,230,360,1,Female,Yes,2,Graduate,Yes,Rural,Not Approved
9917,333,144,240,0,Female,No,0,Not Graduate,Yes,Semiurban,Approved
13490,11,307,360,0,Female,Yes,1,Graduate,No,Semiurban,Not Approved
14688,9542,371,240,1,Female,No,1,Not Graduate,No,Urban,Approved
19212,6447,65,12,0,Male,No,0,Not Graduate,No,Semiurban,Not Approved
10558,2016,329,240,1,Male,No,3+,Not Graduate,Yes,Semiurban,Approved
13317,6814,89,60,1,Male,No,3+,Graduate,Yes,Semiurban,Approved
12021,1724,244,36,1,Female,Yes,2,Not Graduate,No,Semiurban,Not Approved
17020,5380,151,12,1,Female,Yes,0,Not Graduate,Yes,Semiurban,Approved
17841,3726,88,12,0,Male,No,2,Graduate,Yes,Rural,Approved
7803,9854,441,120,0,Male,No,0,Not Graduate,Yes,Semiurban,Approved
3204,5646,366,240,1,Male,No,1,Not Graduate,No,Rural,Approved
6807,337,168,120,1,Male,No,2,Not Graduate,Yes,Urban,Not Approved
13197,8363,432,60,1,Male,No,2,Graduate,Yes,Rural,Not Approved
13518,7135,204,60,0,Male,No,3+,Graduate,Yes,Rural,Approved
16779,3897,155,240,1,Female,Yes,2,Not Graduate,Yes,Rural,Not Approved
19060,1869,243,36,0,Male,Yes,2,Graduate,Yes,Semiurban,Approved
4132,1231,113,360,0,Male,Yes,1,Not Graduate,No,Rural,Approved
11776,7682,109,240,0,Male,No,1,Not Graduate,No,Rural,Not Approved
19365,1886,184,12,0,Female,Yes,0,Graduate,Yes,Semiurban,Approved
11071,2242,478,240,1,Female,No,3+,Not Graduate,Yes,Rural,Approved
15286,7376,98,60,1,Female,Yes,1,Not Graduate,Yes,Semiurban,Not Approved
17431,2638,344,60,0,Female,No,3+,Not Graduate,No,Rural,Approved
16227,8708,166,240,1,Male,Yes,2,Not Graduate,No,Rural,Approved
6521,6439,421,36,0,Male,No,2,Not Graduate,No,Urban,Not Approved
7893,9065,285,240,0,Female,Yes,1,Not Graduate,Yes,Rural,Not Approved
4884,4415,346,12,0,Male,No,3+,Graduate,Yes,Urban,Approved
14474,2480,410,360,1,Female,Yes,0,Graduate,No,Semiurban,Not Approved
8903,8090,279,120,0,Female,No,1,Graduate,Yes,Urban,Not Approved
8496,4733,379,240,0,Male,Yes,3+,Graduate,Yes,Semiurban,Not Approved
8537,3523,403,60,1,Male,No,3+,Graduate,No,Rural,Approved
16377,5479,63,36,0,Female,Yes,2,Graduate,Yes,Semiurban,Not Approved
12701,2669,372,360,1,Female,No,2,Graduate,No,Semiurban,Approved
15662,3170,153,360,1,Male,Yes,0,Graduate,Yes,Rural,Approved
14221,2598,93,240,0,Male,Yes,2,Graduate,No,Semiurban,Not Approved
11975,8950,431,360,0,Female,Yes,2,Not Graduate,Yes,Semiurban,Not Approved
18616,4010,187,360,0,Male,Yes,3+,Graduate,Yes,Rural,Not Approved
4195,9916,195,60,1,Male,No,0,Graduate,Yes,Rural,Approved
15636,100,318,120,0,Male,Yes,2,Not Graduate,Yes,Semiurban,Approved
17575,8838,425,120,0,Female,Yes,3+,Not Graduate,No,Semiurban,Approved
18565,8871,186,12,1,Male,Yes,1,Graduate,Yes,Rural,Approved
18383,4657,392,36,1,Female,Yes,0,Graduate,No,Rural,Not Approved
15098,5467,188,12,1,Male,No,1,Graduate,No,Semiurban,Approved
6556,4732,55,120,1,Female,Yes,2,Not Graduate,Yes,Semiurban,Approved
9358,5286,295,60,0,Male,Yes,3+,Graduate,No,Urban,Approved
10089,4129,144,120,1,Male,Yes,2,Not Graduate,Yes,Semiurban,Not Approved
4588,3300,180,12,1,Female,No,2,Not Graduate,No,Urban,Approved
16074,3093,240,60,1,Male,Yes,0,Graduate,Yes,Rural,Not Approved
7234,8952,238,60,1,Female,Yes,2,Graduate,Yes,Semiurban,Not Approved
3347,8210,339,60,1,Female,No,1,Graduate,Yes,Rural,Approved
6644,6454,435,120,0,Male,No,1,Not Graduate,Yes,Rural,Not Approved
5277,9279,429,60,1,Female,No,3+,Graduate,No,Semiurban,Approved
3768,7861,495,360,0,Female,Yes,2,Not Graduate,Yes,Rural,Not Approved
13949,5485,248,240,0,Male,Yes,3+,Not Graduate,Yes,Rural,Approved
13699,6102,436,360,0,Female,No,2,Not Graduate,No,Urban,Not Approved
15755,4041,133,60,0,Male,Yes,3+,Not Graduate,Yes,Rural,Not Approved
17782,1026,328,360,1,Male,No,0,Not Graduate,Yes,Semiurban,Not Approved
9329,515,441,360,0,Male,Yes,0,Graduate,No,Urban,Approved
4943,1108,294,12,1,Male,No,2,Graduate,Yes,Urban,Not Approved
7848,7672,87,36,1,Male,No,3+,Graduate,Yes,Rural,Not Approved
12998,7839,382,60,1,Male,No,1,Graduate,Yes,Rural,Not Approved
7954,1038,442,36,0,Female,Yes,1,Not Graduate,No,Urban,Not Approved
16469,6220,53,60,1,Male,No,2,Graduate,No,Urban,Approved
17239,7053,500,240,1,Female,Yes,1,Graduate,Yes,Rural,Approved
6386,3051,225,120,1,Male,Yes,1,Graduate,Yes,Rural,Not Approved
9232,625,65,60,1,Female,No,0,Not Graduate,No,Rural,Not Approved
5107,49,130,36,1,Male,Yes,1,Graduate,No,Rural,Not Approved
16547,8497,496,12,0,Male,No,1,Graduate,No,Semiurban,Not Approved
9418,652,185,240,1,Male,Yes,2,Graduate,No,Rural,Approved
3217,645,379,120,1,Female,No,3+,Not Graduate,Yes,Urban,Approved
8170,1468,276,12,0,Male,No,3+,Not Graduate,No,Urban,Approved
18972,5505,467,12,0,Female,No,0,Not Graduate,No,Semiurban,Not Approved
12176,2007,300,36,0,Male,No,0,Graduate,Yes,Rural,Approved
18235,4931,497,240,0,Male,Yes,0,Graduate,No,Semiurban,Not Approved
9133,6673,126,120,1,Female,No,0,Graduate,No,Semiurban,Approved
17573,29,186,120,0,Female,No,3+,Not Graduate,No,Semiurban,Approved
10228,3406,115,240,0,Male,Yes,0,Graduate,Yes,Semiurban,Not Approved
11055,9816,180,60,0,Male,No,0,Not Graduate,Yes,Semiurban,Approved
15601,82,91,60,0,Male,Yes,3+,Graduate,No,Urban,Approved
2808,1643,249,240,1,Female,No,2,Not Graduate,No,Semiurban,Not Approved
2133,2822,500,12,0,Female,No,0,Graduate,Yes,Urban,Not Approved
7635,8305,60,36,0,Female,Yes,1,Not Graduate,Yes,Rural,Approved
5562,7455,115,36,0,Male,Yes,2,Graduate,Yes,Urban,Not Approved
6034,4138,308,240,0,Male,No,1,Not Graduate,No,Rural,Not Approved
17397,7747,462,360,0,Male,No,0,Not Graduate,No,Semiurban,Not Approved
19042,336,310,120,0,Male,Yes,3+,Not Graduate,No,Urban,Approved
5883,3817,459,360,1,Female,No,3+,Not Graduate,No,Rural,Not Approved
18131,9321,208,60,0,Female,Yes,1,Not Graduate,Yes,Rural,Approved
12555,265,141,120,0,Male,Yes,2,Graduate,No,Semiurban,Not Approved
11370,9309,89,12,1,Female,No,1,Graduate,Yes,Urban,Approved
3105,7292,258,240,0,Male,Yes,1,Graduate,Yes,Rural,Not Approved
19940,16,284,60,0,Male,No,3+,Graduate,Yes,Rural,Not Approved
17889,3495,365,12,1,Male,No,1,Not Graduate,Yes,Semiurban,Not Approved
14953,5523,369,360,1,Male,Yes,1,Not Graduate,No,Rural,Not Approved
13034,5126,480,120,0,Male,No,2,Not Graduate,No,Semiurban,Approved
2861,9193,51,60,0,Female,Yes,0,Graduate,Yes,Urban,Not Approved
6716,2716,403,360,1,Female,Yes,2,Graduate,No,Semiurban,Approved
11290,5885,396,60,0,Female,No,2,Not Graduate,Yes,Semiurban,Not Approved
8765,2845,336,240,0,Male,Yes,0,Graduate,No,Semiurban,Not Approved
14710,3848,486,360,1,Female,No,1,Graduate,No,Semiurban,Not Approved
12025,8810,55,360,1,Male,No,1,Not Graduate,Yes,Urban,Approved
6266,5324,139,120,0,Male,No,1,Graduate,No,Urban,Approved
6402,6290,196,60,0,Male,No,3+,Not Graduate,No,Rural,Not Approved
19310,7664,360,120,0,Female,Yes,2,Graduate,Yes,Rural,Approved
18383,9641,292,60,1,Female,Yes,3+,Graduate,No,Semiurban,Approved
6536,9126,432,36,0,Female,Yes,3+,Graduate,Yes,Semiurban,Approved
13795,6010,109,60,0,Male,No,3+,Graduate,Yes,Semiurban,Approved
13257,1180,307,120,0,Female,Yes,1,Not Graduate,Yes,Urban,Not Approved
10087,9288,452,240,0,Female,Yes,1,Graduate,No,Urban,Approved
8304,9043,102,120,1,Female,Yes,0,Not Graduate,Yes,Rural,Not Approved
2358,4300,407,36,1,Female,Yes,1,Graduate,Yes,Urban,Approved
12323,4146,369,60,1,Female,Yes,3+,Not Graduate,No,Rural,Not Approved
2041,9986,360,120,1,Male,No,2,Graduate,No,Rural,Not Approved
3148,5289,404,360,0,Female,No,3+,Not Graduate,No,Semiurban,Not Approved
12574,1498,66,12,1,Male,Yes,2,Not Graduate,No,Rural,Not Approved
8627,5292,172,120,1,Male,No,2,Graduate,Yes,Semiurban,Approved
3002,7918,381,36,0,Male,No,3+,Graduate,No,Rural,Not Approved
5226,5513,191,12,1,Female,Yes,1,Not Graduate,Yes,Semiurban,Not Approved
8291,5970,488,360,0,Male,Yes,0,Graduate,No,Rural,Not Approved
2713,3790,400,240,1,Female,Yes,0,Graduate,Yes,Semiurban,Approved
13857,6932,441,360,1,Female,Yes,0,Graduate,Yes,Rural,Not Approved
